,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
2571274,143106,,[27],[27],[],1,0,[1]
2571339,176098,,[1],[1],[],1,0,[1]
2571371,165922,,"[2, 6, 26]","[2, 6, 26]",[],3,0,[1 2 5]
2571373,164390,,"[1, 2, 36, 40]","[1, 2, 36, 40]",[],4,0,[1 2]
2571400,126498,,"[1, 42]","[1, 42]",[],2,0,[1]
2571402,155974,,[5],[5],[],1,0,[1 4]
2571411,174002,,"[5, 26, 37]","[5, 26, 37]",[],3,0,[1 3 4]
2571451,14686,"[1, 2, 4]","[1, 2, 25, 27]","[1, 2, 25, 27]","[1, 2, 4]",4,3,[2 4]
2571456,126418,,"[2, 18, 24, 40]","[2, 18, 24, 40]",[],4,0,[1 2 4]
2571505,153770,,"[21, 25, 37]","[21, 25, 37]",[],3,0,[3 4]
2571523,130958,,"[36, 39]","[36, 39]",[],2,0,[2]
2571585,158262,,[19],[19],[],1,0,[1 4]
2571635,180538,,"[2, 36]","[2, 36]",[],2,0,[2]
2571698,164694,,[25],[25],[],1,0,[1 2 4 5]
2571699,152806,,[2],[2],[],1,0,[2]
2571738,178110,,[1],[1],[],1,0,[1]
2571793,33550,[2],"[1, 2, 18, 40]","[1, 2, 18, 40]",[2],4,1,[1 2]
2571806,168186,,"[1, 6, 20, 23]","[1, 6, 20, 23]",[],4,0,[1 2 5]
2571808,180970,,[6],[6],[],1,0,[1 5]
2571870,169002,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2571874,150042,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2571903,124766,,"[1, 2, 6, 26]","[1, 2, 6, 26]",[],4,0,[1 2 5]
2571910,144562,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2571937,114762,,[39],[39],[],1,0,[2 6]
2571964,87586,"[1, 2, 5]","[1, 2, 36, 40]","[1, 2, 36, 40]","[1, 2, 5]",4,3,[1 2]
2571977,175974,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2571989,126954,,"[1, 23, 27, 34]","[1, 23, 27, 34]",[],4,0,[1]
2572010,181014,,"[2, 18, 40, 48]","[2, 18, 40, 48]",[],4,0,[1 2]
2572190,142434,,"[5, 21, 30, 37]","[5, 21, 30, 37]",[],4,0,[1 4]
2572198,176518,,"[5, 44]","[5, 44]",[],2,0,[4]
2572264,146054,,"[23, 24, 27, 42]","[23, 24, 27, 42]",[],4,0,[1 2 5]
2572275,141002,,[48],[48],[],1,0,[1 5]
2572297,158710,,[2],[2],[],1,0,[2]
2572317,77318,[1],"[1, 25]","[1, 25]",[1],2,1,[1]
2572319,44546,"[1, 2]","[2, 6, 23, 40]","[2, 6, 23, 40]","[1, 2]",4,2,[1 2]
2572339,155210,,[25],[25],[],1,0,[1 2 4 5]
2572359,82914,[1],"[23, 31]","[23, 31]",[1],2,1,[1 2 5]
2572431,128898,,"[33, 34]","[33, 34]",[],2,0,[1 2 3 4 5]
2572434,144126,,"[1, 6, 26, 42]","[1, 6, 26, 42]",[],4,0,[1 2 5]
2572494,173190,,[6],[6],[],1,0,[1 5]
2572499,38610,"[1, 2, 5]","[1, 18, 23, 37]","[1, 18, 23, 37]","[1, 2, 5]",4,3,[1 2 5]
2572522,144438,,"[1, 2, 5, 23]","[1, 2, 5, 23]",[],4,0,[1 2 4]
2572541,142998,,"[1, 2, 23, 25, 51]","[1, 2, 23, 25, 51]",[],5,0,[1 2 3]
2572558,166358,,,[],[],0,0,[1 2 5]
2572587,123370,,"[1, 6, 26]","[1, 6, 26]",[],3,0,[1]
2572591,158290,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2572603,161126,,[48],[48],[],1,0,[1 5]
2572651,142978,,"[20, 25]","[20, 25]",[],2,0,[1]
2572661,171594,,"[1, 5, 6, 23]","[1, 5, 6, 23]",[],4,0,[1 4]
2572825,179838,,[43],[43],[],1,0,[3 4]
2572839,139622,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2572846,124694,,"[1, 23, 25, 42]","[1, 23, 25, 42]",[],4,0,[1]
2572879,159614,,"[2, 33, 40]","[2, 33, 40]",[],3,0,[2]
2572934,164230,,[2],[2],[],1,0,[2]
2572942,56590,[4],[5],[5],[4],1,1,[1 4]
2572966,174110,,[2],[2],[],1,0,[2]
2572998,66122,"[1, 2]","[2, 20, 40, 41]","[2, 20, 40, 41]","[1, 2]",4,2,[1 2]
2573022,65230,[1],"[1, 6]","[1, 6]",[1],2,1,[1 2 5]
2573043,169022,,[19],[19],[],1,0,[1 4]
2573053,129294,,"[1, 42]","[1, 42]",[],2,0,[1]
2573119,173906,,"[1, 33, 34, 36]","[1, 33, 34, 36]",[],4,0,[1 2 3]
2573130,158946,,"[34, 43]","[34, 43]",[],2,0,[1 3]
2573156,57022,"[1, 3, 4]","[1, 3, 30]","[1, 3, 30]","[1, 3, 4]",3,3,[1 3]
2573179,158106,,"[18, 25]","[18, 25]",[],2,0,[2]
2573233,177034,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2573244,144222,,"[26, 34, 48]","[26, 34, 48]",[],3,0,[1 2 3]
2574140,147042,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2574175,165746,,[30],[30],[],1,0,[1 3 4 5]
2574178,164190,,"[5, 33]","[5, 33]",[],2,0,[1 2 4]
2574241,147594,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2574267,167662,,[27],[27],[],1,0,[1]
2574421,179358,,[48],[48],[],1,0,[1 5]
2574443,122946,,"[6, 26, 28]","[6, 26, 28]",[],3,0,[5]
2574455,96882,"[3, 4]","[1, 5, 19, 26]","[1, 5, 19, 26]","[3, 4]",4,2,[3 4]
2574491,180134,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
2574503,94530,"[1, 3]","[19, 30, 43, 45]","[19, 30, 43, 45]","[1, 3]",4,2,[1 3 4]
2574516,127142,,"[23, 29, 30, 51]","[23, 29, 30, 51]",[],4,0,[1 3]
2574589,164690,,[52],[52],[],1,0,[1 2 5]
2574590,180746,,"[1, 3, 25, 33]","[1, 3, 25, 33]",[],4,0,[3]
2574638,130342,,[27],[27],[],1,0,[1]
2574745,177934,,"[30, 43]","[30, 43]",[],2,0,[1 3]
2574749,153334,,[25],[25],[],1,0,[1 2 4 5]
2574769,136442,,"[23, 25, 34, 36]","[23, 25, 34, 36]",[],4,0,[1 2]
2574810,179642,,[26],[26],[],1,0,[1]
2574891,129234,,[39],[39],[],1,0,[2 6]
2574926,120042,,[1],[1],[],1,0,[1]
2574952,165170,,[33],[33],[],1,0,[1 2 5]
2574953,119838,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2575040,147002,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2575046,139382,,"[34, 42]","[34, 42]",[],2,0,[1]
2575111,121166,,"[19, 25, 26]","[19, 25, 26]",[],3,0,[1 4 5]
2575149,126502,,"[43, 51]","[43, 51]",[],2,0,[1 3]
2575150,154662,,"[1, 2, 23, 42]","[1, 2, 23, 42]",[],4,0,[1 2]
2575288,178038,,"[1, 43]","[1, 43]",[],2,0,[1 3]
2575309,180326,,"[1, 34, 52]","[1, 34, 52]",[],3,0,[1 2 3]
2575377,490,"[1, 3]","[5, 20, 25, 43]","[5, 20, 25, 43]","[1, 3]",4,2,[1 3]
2575386,171082,,[1],[1],[],1,0,[1]
2575395,55450,"[1, 3, 4]","[1, 3, 42]","[1, 3, 42]","[1, 3, 4]",3,3,[1 3 4]
2575604,164498,,[27],[27],[],1,0,[1]
2575605,144338,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2575613,120918,,"[1, 5, 37, 42]","[1, 5, 37, 42]",[],4,0,[1 2 3 4]
2575647,138702,,[43],[43],[],1,0,[3 4]
2575648,138478,,"[21, 25, 37]","[21, 25, 37]",[],3,0,[3 4]
2575661,103414,"[1, 4]","[5, 23, 25, 34]","[5, 23, 25, 34]","[1, 4]",4,2,[1 4]
2575670,127450,,"[1, 42]","[1, 42]",[],2,0,[1]
2575710,141618,,"[5, 44]","[5, 44]",[],2,0,[4]
2575713,143258,,"[5, 23, 30, 37]","[5, 23, 30, 37]",[],4,0,[1 4]
2575764,181030,,[6],[6],[],1,0,[1 5]
2575817,113474,,[20],[20],[],1,0,[1 2]
2575818,171414,,[19],[19],[],1,0,[1 4]
2576511,148318,,[26],[26],[],1,0,[1]
2576518,131306,,[25],[25],[],1,0,[1 2 4 5]
2576523,158250,,[5],[5],[],1,0,[1 4]
2576531,169754,,"[26, 43]","[26, 43]",[],2,0,[1 3 5]
2576534,171138,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2576539,155302,,"[2, 18]","[2, 18]",[],2,0,[2]
2576560,156726,,"[1, 6]","[1, 6]",[],2,0,[1 2 5]
2576594,146298,,[43],[43],[],1,0,[3 4]
2576626,148742,,"[1, 42]","[1, 42]",[],2,0,[1]
2576632,158922,,"[25, 27, 42]","[25, 27, 42]",[],3,0,[1 3]
2576733,54018,"[1, 2]","[1, 2]","[1, 2]","[1, 2]",2,2,[1 2]
2576764,170778,,[44],[44],[],1,0,[1 2 4]
2576833,128706,,[26],[26],[],1,0,[1]
2576906,166790,,[40],[40],[],1,0,[2]
2576912,116426,,"[1, 6, 42]","[1, 6, 42]",[],3,0,[1 5]
2576916,179170,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2577008,172414,,"[33, 43]","[33, 43]",[],2,0,[3]
2577016,153214,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2577080,145090,,"[20, 26]","[20, 26]",[],2,0,[1 2 5]
2577092,180770,,[48],[48],[],1,0,[1 5]
2577135,177946,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2577144,94250,[1],[32],[32],[1],1,1,[1 2 5 6]
2577150,136470,,"[2, 40]","[2, 40]",[],2,0,[2]
2577155,179778,,[5],[5],[],1,0,[1 4]
2577165,139610,,"[19, 25]","[19, 25]",[],2,0,[1 2 4 5]
2577587,128454,,"[1, 2, 3, 6]","[1, 2, 3, 6]",[],4,0,[1 3 5]
2577640,170730,,"[37, 42, 43]","[37, 42, 43]",[],3,0,[1 3 4]
2577641,163810,,[19],[19],[],1,0,[1 4]
2577656,125946,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2577661,140486,,[5],[5],[],1,0,[1 4]
2577668,173130,,"[5, 43]","[5, 43]",[],2,0,[3 4]
2577683,180914,,"[25, 33]","[25, 33]",[],2,0,[1 2 5]
2577693,180690,,"[1, 2, 23, 27]","[1, 2, 23, 27]",[],4,0,[1 2]
2577720,163238,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2577725,159322,,"[1, 2, 30, 43]","[1, 2, 30, 43]",[],4,0,[1 2 3]
2577751,180178,,[19],[19],[],1,0,[1 4]
2577791,166382,,"[6, 29]","[6, 29]",[],2,0,[1 5]
2577834,141586,,"[31, 48]","[31, 48]",[],2,0,[1 5 6]
2577920,171338,,[2],[2],[],1,0,[2]
2578050,118498,,"[25, 26, 35]","[25, 26, 35]",[],3,0,[1 5]
2578063,148778,,"[1, 42]","[1, 42]",[],2,0,[1]
2578108,152398,,"[1, 5, 26, 34]","[1, 5, 26, 34]",[],4,0,[1 4 5]
2578141,141286,,"[25, 29, 43]","[25, 29, 43]",[],3,0,[1 3 4]
2578143,150902,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2578153,152118,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2578369,107462,[4],[5],[5],[4],1,1,[1 4]
2578384,121218,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2578387,24570,[4],"[5, 21]","[5, 21]",[4],2,1,[4]
2578411,160618,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2578480,67178,"[1, 4]","[5, 21, 37]","[5, 21, 37]","[1, 4]",3,2,[4]
2578503,160070,,[27],[27],[],1,0,[1]
2578504,122582,,,[],[],0,0,[1 2 5]
2578509,131430,,"[6, 23, 25, 27]","[6, 23, 25, 27]",[],4,0,[1 5]
2578561,91098,[4],"[5, 30, 44]","[5, 30, 44]",[4],3,1,[4]
2578574,163498,,[43],[43],[],1,0,[3 4]
2578600,151314,,[33],[33],[],1,0,[1 2 5]
2578604,166150,,[5],[5],[],1,0,[1 4]
2578607,129274,,"[25, 43, 51]","[25, 43, 51]",[],3,0,[3]
2578609,149742,,[19],[19],[],1,0,[1 4]
2578613,153126,,"[1, 6, 19, 26]","[1, 6, 19, 26]",[],4,0,[1 5]
2578615,125270,,[48],[48],[],1,0,[1 5]
2578619,123054,,"[1, 30]","[1, 30]",[],2,0,[1 4]
2578634,178862,,[43],[43],[],1,0,[3 4]
2578637,127806,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2578730,180470,,"[2, 40]","[2, 40]",[],2,0,[2]
2578744,138054,,[36],[36],[],1,0,[1 2]
2578795,122986,,"[6, 26]","[6, 26]",[],2,0,[5]
2579125,142374,,"[20, 23, 34]","[20, 23, 34]",[],3,0,[1 3]
2579303,180294,,"[19, 26, 32]","[19, 26, 32]",[],3,0,[1 6]
2579320,181102,,[19],[19],[],1,0,[1 4]
2579367,134554,,[6],[6],[],1,0,[1 5]
2579369,180334,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2579437,9506,"[1, 2, 4, 5]","[2, 18, 36, 40]","[2, 18, 36, 40]","[1, 2, 4, 5]",4,4,[1 2]
2579448,141354,,"[5, 23, 37]","[5, 23, 37]",[],3,0,[1 4]
2579462,130802,,[37],[37],[],1,0,[4]
2579486,138106,,"[33, 36]","[33, 36]",[],2,0,[1 2]
2579506,137990,,"[6, 19, 26]","[6, 19, 26]",[],3,0,[5]
2579512,135886,,"[1, 26, 30]","[1, 26, 30]",[],3,0,[1 5]
2579525,181274,,[2],[2],[],1,0,[2]
2579570,172874,,[1],[1],[],1,0,[1]
2579608,37566,[6],"[5, 19, 30, 31]","[5, 19, 30, 31]",[6],4,1,[4 6]
2579641,158762,,[5],[5],[],1,0,[1 4]
2579653,165778,,"[34, 36, 42]","[34, 36, 42]",[],3,0,[1 2]
2579694,133506,,"[1, 29, 42]","[1, 29, 42]",[],3,0,[1]
2579700,180890,,[1],[1],[],1,0,[1]
2579786,36130,[2],"[2, 24, 40, 41]","[2, 24, 40, 41]",[2],4,1,[2]
2579842,152718,,[26],[26],[],1,0,[1]
2579848,163998,,[40],[40],[],1,0,[2]
2579857,133018,,"[2, 18, 33, 51]","[2, 18, 33, 51]",[],4,0,[2]
2579865,176354,,"[2, 18]","[2, 18]",[],2,0,[2]
2579882,133390,,[1],[1],[],1,0,[1]
2579884,158098,,"[5, 20, 25]","[5, 20, 25]",[],3,0,[1 4]
2579886,141178,,"[25, 34, 51]","[25, 34, 51]",[],3,0,[1 2 3 4]
2579889,167670,,"[5, 37, 43]","[5, 37, 43]",[],3,0,[1 3 4]
2579968,146970,,"[6, 19]","[6, 19]",[],2,0,[4 5]
2579983,119802,,"[5, 25, 30, 37]","[5, 25, 30, 37]",[],4,0,[4]
2579988,179746,,[2],[2],[],1,0,[2]
2580023,180542,,[19],[19],[],1,0,[1 4]
2580047,156766,,"[1, 2, 25, 40]","[1, 2, 25, 40]",[],4,0,[1 2]
2580068,180786,,"[2, 48]","[2, 48]",[],2,0,[2]
2580086,162438,,"[1, 23, 25]","[1, 23, 25]",[],3,0,[1]
2580100,167318,,[41],[41],[],1,0,[1 2 6]
2580105,65478,"[2, 6]","[39, 40]","[39, 40]","[2, 6]",2,2,[2]
2580115,166130,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2580118,70846,"[1, 4, 5]","[6, 25, 26]","[6, 25, 26]","[1, 4, 5]",3,3,[1 4 5]
2580228,156502,,"[1, 23, 27]","[1, 23, 27]",[],3,0,[1]
2580347,171242,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2580377,144590,,[1],[1],[],1,0,[1]
2580390,141622,,"[30, 34, 37]","[30, 34, 37]",[],3,0,[4]
2580391,143930,,[2],[2],[],1,0,[2]
2580402,180446,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2580414,176278,,[25],[25],[],1,0,[1 2 4 5]
2580527,141254,,"[25, 37]","[25, 37]",[],2,0,[1 2 3 4]
2580528,174838,,"[6, 26]","[6, 26]",[],2,0,[5]
2580530,121138,,"[1, 5, 20, 25]","[1, 5, 20, 25]",[],4,0,[1 4]
2580532,180754,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2580579,134386,,"[1, 6, 23, 34]","[1, 6, 23, 34]",[],4,0,[1]
2580580,165258,,[30],[30],[],1,0,[1 3 4 5]
2580599,164238,,"[1, 26, 52]","[1, 26, 52]",[],3,0,[1 5]
2580601,171882,,"[26, 29]","[26, 29]",[],2,0,[1 5]
2580654,162946,,[40],[40],[],1,0,[2]
2580679,117462,,"[25, 34, 43]","[25, 34, 43]",[],3,0,[1 3 4 6]
2580692,175302,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2580693,172346,,"[1, 23, 34, 42]","[1, 23, 34, 42]",[],4,0,[1]
2580705,128594,,[18],[18],[],1,0,[2]
2580726,123662,,"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[],5,0,[2]
2580730,172190,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2580745,155342,,"[26, 27, 34]","[26, 27, 34]",[],3,0,[1 3 5]
2580747,166218,,"[18, 30, 37, 45]","[18, 30, 37, 45]",[],4,0,[2 4]
2580772,142718,,"[6, 29, 31, 34]","[6, 29, 31, 34]",[],4,0,[1 5]
2580934,172350,,"[33, 43]","[33, 43]",[],2,0,[3]
2581350,153406,,[27],[27],[],1,0,[1]
2581351,180274,,"[29, 34]","[29, 34]",[],2,0,[1]
2581354,159182,,"[1, 42]","[1, 42]",[],2,0,[1]
2581413,157834,,[26],[26],[],1,0,[1]
2581438,174830,,"[27, 52]","[27, 52]",[],2,0,[1]
2581527,149222,,[43],[43],[],1,0,[3 4]
2581539,177118,,"[6, 26]","[6, 26]",[],2,0,[5]
2581618,176766,,"[5, 24, 30]","[5, 24, 30]",[],3,0,[2 4]
2581641,177090,,"[1, 23, 34, 51]","[1, 23, 34, 51]",[],4,0,[1]
2581655,154094,,[27],[27],[],1,0,[1]
2581665,155750,,"[27, 52]","[27, 52]",[],2,0,[1]
2581678,156854,,"[30, 48]","[30, 48]",[],2,0,[1 3 4 5]
2581692,155254,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2581705,165210,,[5],[5],[],1,0,[1 4]
2581709,155982,,"[6, 19, 26]","[6, 19, 26]",[],3,0,[5]
2581713,177754,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2581733,174286,,"[5, 19, 44]","[5, 19, 44]",[],3,0,[4]
2581751,129418,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2581769,171438,,[19],[19],[],1,0,[1 4]
2581801,152862,,[44],[44],[],1,0,[1 2 4]
2581836,181074,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2581948,135406,,"[2, 40, 47]","[2, 40, 47]",[],3,0,[2]
2581968,157274,,"[24, 25]","[24, 25]",[],2,0,[1 2 3]
2581974,162294,,[25],[25],[],1,0,[1 2 4 5]
2582031,134954,,[20],[20],[],1,0,[1 2]
2582096,160626,,"[25, 33, 42, 43]","[25, 33, 42, 43]",[],4,0,[1 2 3]
2582099,160442,,[43],[43],[],1,0,[3 4]
2582119,117958,,[18],[18],[],1,0,[2]
2582120,154446,,[25],[25],[],1,0,[1 2 4 5]
2582134,112290,,[1],[1],[],1,0,[1]
2582147,179822,,"[25, 26]","[25, 26]",[],2,0,[1 5]
2582160,143762,,,[],[],0,0,[1 2 5]
2582171,150194,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2582184,181246,,[35],[35],[],1,0,[1 2 5]
2582231,139942,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2582291,181062,,"[19, 26, 32]","[19, 26, 32]",[],3,0,[1 6]
2582309,118206,,"[1, 26, 29]","[1, 26, 29]",[],3,0,[1 5]
2582358,178774,,[36],[36],[],1,0,[1 2]
2582392,180282,,"[6, 26]","[6, 26]",[],2,0,[5]
2582663,39878,[4],"[21, 37, 43]","[21, 37, 43]",[4],3,1,[1 3 4]
2582696,150726,,"[25, 33]","[25, 33]",[],2,0,[1 2 5]
2582705,160886,,[25],[25],[],1,0,[1 2 4 5]
2582706,130018,,"[1, 42]","[1, 42]",[],2,0,[1]
2582714,144446,,"[25, 36]","[25, 36]",[],2,0,[2]
2582746,4646,[1],"[1, 23, 51]","[1, 23, 51]",[1],3,1,[1]
2582807,62242,"[1, 4]","[5, 20, 25, 37, 51]","[5, 20, 25, 37, 51]","[1, 4]",5,2,[4]
2582823,131222,,"[6, 26]","[6, 26]",[],2,0,[5]
2583359,180922,,"[25, 30, 37]","[25, 30, 37]",[],3,0,[3 4]
2583370,178974,,"[5, 33]","[5, 33]",[],2,0,[1 2 4]
2583413,174522,,"[1, 5]","[1, 5]",[],2,0,[1 4]
2583422,178410,,"[30, 37]","[30, 37]",[],2,0,[4]
2583424,115910,,"[1, 25, 42]","[1, 25, 42]",[],3,0,[1]
2583425,82574,"[2, 4]","[5, 21, 37]","[5, 21, 37]","[2, 4]",3,2,[4]
2583458,151654,,"[2, 5, 25]","[2, 5, 25]",[],3,0,[1 2]
2583481,163442,,"[2, 6, 36]","[2, 6, 36]",[],3,0,[5]
2583540,167738,,"[22, 44]","[22, 44]",[],2,0,[1 4 6]
2583542,136530,,"[26, 27, 34, 48]","[26, 27, 34, 48]",[],4,0,[1 2 3 5]
2583600,171558,,[5],[5],[],1,0,[1 4]
2583690,118894,,"[1, 5, 6]","[1, 5, 6]",[],3,0,[4]
2583703,160086,,"[1, 5, 6, 25]","[1, 5, 6, 25]",[],4,0,[1 3 4 5]
2583727,181098,,[32],[32],[],1,0,[1 2 5 6]
2583737,173510,,"[5, 44]","[5, 44]",[],2,0,[4]
2583741,178598,,[37],[37],[],1,0,[4]
2583770,17010,"[1, 4]","[5, 21, 25, 33]","[5, 21, 25, 33]","[1, 4]",4,2,[1 4]
2583807,181054,,"[5, 19, 25]","[5, 19, 25]",[],3,0,[3 4]
2583845,149666,,[6],[6],[],1,0,[1 5]
2583849,169950,,[18],[18],[],1,0,[2]
2583861,159958,,[43],[43],[],1,0,[3 4]
2583884,177066,,[19],[19],[],1,0,[1 4]
2583889,167858,,[37],[37],[],1,0,[4]
2583900,180982,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2583959,178502,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2583981,17486,"[1, 4]","[1, 6]","[1, 6]","[1, 4]",2,2,[1 2 5]
2583985,180918,,[30],[30],[],1,0,[1 3 4 5]
2583989,138718,,"[1, 42]","[1, 42]",[],2,0,[1]
2583991,80542,[2],"[36, 40]","[36, 40]",[2],2,1,[2]
2584022,134874,,"[33, 47]","[33, 47]",[],2,0,[2 4 6]
2584092,163214,,[19],[19],[],1,0,[1 4]
2584117,8998,[1],[1],[1],[1],1,1,[1]
2584156,126458,,[1],[1],[],1,0,[1]
2584171,173778,,[5],[5],[],1,0,[1 4]
2584176,122086,,[25],[25],[],1,0,[1 2 4 5]
2584230,173490,,"[25, 30, 37]","[25, 30, 37]",[],3,0,[3 4]
2584231,130898,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2584236,143910,,"[1, 25]","[1, 25]",[],2,0,[1]
2584299,180118,,[37],[37],[],1,0,[4]
2584417,181138,,[2],[2],[],1,0,[2]
2584419,155054,,"[5, 24, 25, 43]","[5, 24, 25, 43]",[],4,0,[3 4]
2584435,180522,,"[1, 6]","[1, 6]",[],2,0,[1 2 5]
2584461,102102,[5],[6],[6],[5],1,1,[1 5]
2584574,166498,,"[2, 24, 25, 36]","[2, 24, 25, 36]",[],4,0,[1 2]
2584583,164070,,[27],[27],[],1,0,[1]
2584599,146066,,"[3, 20, 25, 30]","[3, 20, 25, 30]",[],4,0,[1 3 4]
2584623,160542,,"[1, 23]","[1, 23]",[],2,0,[1]
2584637,47714,"[1, 4]","[1, 5, 43]","[1, 5, 43]","[1, 4]",3,2,[1 3 4 5]
2584670,5726,"[1, 3]","[5, 20, 25, 42, 51]","[5, 20, 25, 42, 51]","[1, 3]",5,2,[1 3 4]
2584690,143174,,"[24, 25]","[24, 25]",[],2,0,[1 2 3]
2584706,163142,,[6],[6],[],1,0,[1 5]
2584713,181282,,[19],[19],[],1,0,[1 4]
2584799,138394,,"[27, 29]","[27, 29]",[],2,0,[1 5]
2584814,172430,,[1],[1],[],1,0,[1]
2584820,134142,,"[24, 25, 44]","[24, 25, 44]",[],3,0,[1 2 3 4]
2584864,124710,,"[20, 48]","[20, 48]",[],2,0,[1 2]
2584897,181350,,"[5, 30]","[5, 30]",[],2,0,[4]
2584912,154726,,"[1, 42]","[1, 42]",[],2,0,[1]
2584952,143946,,"[6, 20, 25, 33, 43]","[6, 20, 25, 33, 43]",[],5,0,[1 3 5]
2585012,114822,,"[5, 25, 32, 33]","[5, 25, 32, 33]",[],4,0,[1 4]
2585018,155586,,"[1, 5, 30]","[1, 5, 30]",[],3,0,[1 4]
2585022,181162,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2585062,171310,,[25],[25],[],1,0,[1 2 4 5]
2585106,170430,,"[2, 33, 40]","[2, 33, 40]",[],3,0,[2]
2585136,124914,,"[1, 23, 34]","[1, 23, 34]",[],3,0,[1]
2585138,181242,,[48],[48],[],1,0,[1 5]
2585160,181166,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2585223,175966,,[38],[38],[],1,0,[2 6]
2585241,165202,,[26],[26],[],1,0,[1]
2585353,160494,,"[6, 23, 25]","[6, 23, 25]",[],3,0,[1 5]
2585361,153114,,"[24, 25, 35]","[24, 25, 35]",[],3,0,[1 2 5]
2585378,180530,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2585455,163406,,[1],[1],[],1,0,[1]
2585501,174534,,[1],[1],[],1,0,[1]
2585520,127442,,"[19, 33]","[19, 33]",[],2,0,[1 4]
2585522,181390,,[25],[25],[],1,0,[1 2 4 5]
2585636,148606,,"[1, 23, 25, 26]","[1, 23, 25, 26]",[],4,0,[1 5]
2585684,141902,,"[20, 25, 26]","[20, 25, 26]",[],3,0,[1 5]
2585693,160146,,[26],[26],[],1,0,[1]
2585694,140662,,[1],[1],[],1,0,[1]
2585704,66590,[1],"[1, 5, 42, 48]","[1, 5, 42, 48]",[1],4,1,[1 3]
2585710,168990,,[1],[1],[],1,0,[1]
2585723,181418,,"[26, 33, 35]","[26, 33, 35]",[],3,0,[1 3 5]
2585737,124246,,"[1, 42]","[1, 42]",[],2,0,[1]
2585755,136262,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2585787,179734,,[5],[5],[],1,0,[1 4]
2585795,168654,,"[20, 23, 42]","[20, 23, 42]",[],3,0,[1]
2585801,61790,"[1, 2]","[1, 2, 40]","[1, 2, 40]","[1, 2]",3,2,[1 2]
2585819,171474,,[2],[2],[],1,0,[2]
2585864,170302,,"[1, 2, 6, 29]","[1, 2, 6, 29]",[],4,0,[1 2 5]
2585909,144742,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2585924,173326,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2585938,175634,,[37],[37],[],1,0,[4]
2585943,31394,"[1, 2, 3, 5]","[1, 2, 3, 18]","[1, 2, 3, 18]","[1, 2, 3, 5]",4,4,[1 2 3 5]
2585956,181094,,[32],[32],[],1,0,[1 2 5 6]
2585985,176942,,"[1, 26, 43]","[1, 26, 43]",[],3,0,[1 3 5]
2585992,181034,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
