,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
2556452,149062,,"[1, 6, 23, 25]","[1, 6, 23, 25]",[],4,0,[1]
2556504,180930,,[25],[25],[],1,0,[1 2 4 5]
2556549,45830,"[1, 2, 5]","[1, 2, 5, 6]","[1, 2, 5, 6]","[1, 2, 5]",4,3,[1 2 4 5]
2556552,154966,,"[1, 2, 6, 19]","[1, 2, 6, 19]",[],4,0,[1 2 5]
2556612,7222,[2],"[2, 36, 40]","[2, 36, 40]",[2],3,1,[2 6]
2556617,180642,,"[6, 19, 28]","[6, 19, 28]",[],3,0,[4 5]
2556668,169778,,"[25, 27, 34, 52]","[25, 27, 34, 52]",[],4,0,[1 2 3]
2556693,177106,,[52],[52],[],1,0,[1 2 5]
2556696,128950,,[43],[43],[],1,0,[3 4]
2556732,96018,"[3, 4]","[5, 20, 51]","[5, 20, 51]","[3, 4]",3,2,[3 4]
2556771,159078,,"[25, 37]","[25, 37]",[],2,0,[1 2 3 4]
2556842,127822,,[18],[18],[],1,0,[2]
2556962,163182,,[1],[1],[],1,0,[1]
2556983,158426,,[6],[6],[],1,0,[1 5]
2556994,116926,,[19],[19],[],1,0,[1 4]
2557004,135422,,[27],[27],[],1,0,[1]
2557019,174862,,[44],[44],[],1,0,[1 2 4]
2557042,144214,,"[27, 34]","[27, 34]",[],2,0,[1 2]
2557080,180946,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2557147,167098,,[42],[42],[],1,0,[1]
2557244,132094,,"[31, 34, 37]","[31, 34, 37]",[],3,0,[1 4]
2557291,180650,,[6],[6],[],1,0,[1 5]
2557409,171354,,[30],[30],[],1,0,[1 3 4 5]
2557416,165990,,"[25, 44]","[25, 44]",[],2,0,[1 2 4]
2557474,148306,,"[2, 18, 34, 36, 40, 48]","[2, 18, 34, 36, 40, 48]",[],6,0,[1 2]
2557554,122770,,"[1, 6, 26]","[1, 6, 26]",[],3,0,[1]
2557614,178338,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2557622,175014,,"[34, 42]","[34, 42]",[],2,0,[1]
2557689,139930,,"[30, 37]","[30, 37]",[],2,0,[4]
2557694,146346,,[30],[30],[],1,0,[1 3 4 5]
2557699,148962,,"[25, 27, 34]","[25, 27, 34]",[],3,0,[1 2 3]
2557781,179830,,"[25, 26, 38]","[25, 26, 38]",[],3,0,[1 5]
2557877,130534,,"[2, 18, 33, 40, 51]","[2, 18, 33, 40, 51]",[],5,0,[2]
2557912,123102,,"[26, 35]","[26, 35]",[],2,0,[5]
2557919,180974,,[42],[42],[],1,0,[1]
2557930,163302,,"[26, 28, 29]","[26, 28, 29]",[],3,0,[1 5]
2557935,155046,,"[2, 6, 23]","[2, 6, 23]",[],3,0,[1 2 5]
2557986,85242,"[1, 4]","[1, 5, 42, 44]","[1, 5, 42, 44]","[1, 4]",4,2,[4]
2558011,119490,,"[2, 27, 29, 33]","[2, 27, 29, 33]",[],4,0,[1 2]
2558019,118706,,"[2, 39, 40]","[2, 39, 40]",[],3,0,[2]
2558048,137402,,"[25, 31]","[25, 31]",[],2,0,[1 2 4 5]
2558056,134678,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2558331,131518,,"[1, 6]","[1, 6]",[],2,0,[1 2 5]
2558396,157570,,"[1, 6, 23]","[1, 6, 23]",[],3,0,[1]
2558521,147478,,[25],[25],[],1,0,[1 2 4 5]
2558572,116382,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2558608,149762,,[28],[28],[],1,0,[1 5]
2558647,180250,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2558671,142222,,"[19, 26, 48]","[19, 26, 48]",[],3,0,[1 6]
2558673,72686,[2],"[24, 25, 38]","[24, 25, 38]",[2],3,1,[1 2 3]
2558712,140054,,"[2, 36]","[2, 36]",[],2,0,[2]
2558729,145222,,"[2, 40]","[2, 40]",[],2,0,[2]
2558887,137846,,"[1, 19, 27, 30]","[1, 19, 27, 30]",[],4,0,[1 4]
2558916,180774,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2558922,140302,,[18],[18],[],1,0,[2]
2558957,172010,,"[34, 47, 48]","[34, 47, 48]",[],3,0,[1 4 6]
2558964,170298,,[1],[1],[],1,0,[1]
2559174,106182,[4],[30],[30],[4],1,1,[1 3 4 5]
2559305,124610,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2559429,168786,,"[34, 43]","[34, 43]",[],2,0,[1 3]
2559461,20974,"[1, 2]","[1, 2, 40]","[1, 2, 40]","[1, 2]",3,2,[1 2]
2559497,140150,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2559507,116978,,,[],[],0,0,[1 2 5]
2559534,154314,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2559548,173082,,[33],[33],[],1,0,[1 2 5]
2559602,153982,,"[6, 25, 26]","[6, 25, 26]",[],3,0,[1 4 5]
2559618,179714,,[39],[39],[],1,0,[2 6]
2559701,159230,,"[1, 19]","[1, 19]",[],2,0,[1]
2559710,162830,,"[44, 45]","[44, 45]",[],2,0,[1 2 4]
2559777,123134,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2559853,172374,,[33],[33],[],1,0,[1 2 5]
2559875,180074,,"[5, 21, 30, 37]","[5, 21, 30, 37]",[],4,0,[1 4]
2559903,126286,,"[5, 20, 25, 51]","[5, 20, 25, 51]",[],4,0,[1 3 4]
2560005,135918,,"[27, 48]","[27, 48]",[],2,0,[1]
2560013,179550,,[24],[24],[],1,0,[1 3]
2560031,109666,[4],[5],[5],[4],1,1,[1 4]
2560100,152170,,[1],[1],[],1,0,[1]
2560102,122446,,"[2, 18]","[2, 18]",[],2,0,[2]
2560133,180078,,"[36, 48]","[36, 48]",[],2,0,[1 2 5]
2560144,166994,,[1],[1],[],1,0,[1]
2560214,148222,,"[5, 42]","[5, 42]",[],2,0,[1 2 4 5]
2560235,174214,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2560259,169898,,[1],[1],[],1,0,[1]
2560411,119742,,"[25, 37]","[25, 37]",[],2,0,[1 2 3 4]
2560418,148806,,"[30, 43]","[30, 43]",[],2,0,[1 3]
2560420,140198,,"[2, 18, 23, 40]","[2, 18, 23, 40]",[],4,0,[1 2]
2560450,180366,,[2],[2],[],1,0,[2]
2560498,149930,,"[1, 42]","[1, 42]",[],2,0,[1]
2560522,102726,"[3, 4]","[5, 43]","[5, 43]","[3, 4]",2,2,[3 4]
2560529,170554,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2560534,180578,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2560564,124902,,"[2, 18, 51]","[2, 18, 51]",[],3,0,[2]
2560639,145362,,"[22, 30]","[22, 30]",[],2,0,[1 3 4 5]
2560640,107474,"[1, 4]","[1, 5, 21, 37]","[1, 5, 21, 37]","[1, 4]",4,2,[1 4]
2560680,162850,,[36],[36],[],1,0,[1 2]
2560685,119418,,"[1, 18, 23]","[1, 18, 23]",[],3,0,[1 2 5]
2560728,129382,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
2560763,133358,,[1],[1],[],1,0,[1]
2560786,125030,,[43],[43],[],1,0,[3 4]
2560799,136658,,"[1, 42]","[1, 42]",[],2,0,[1]
2560846,111370,,"[25, 30, 43, 51]","[25, 30, 43, 51]",[],4,0,[1 3]
2561010,119438,,"[2, 40]","[2, 40]",[],2,0,[2]
2561065,96318,"[1, 4]","[5, 22, 37, 43]","[5, 22, 37, 43]","[1, 4]",4,2,[1 4]
2561132,152142,,[26],[26],[],1,0,[1]
2561142,180566,,"[36, 38]","[36, 38]",[],2,0,[2 6]
2561157,87370,"[3, 4]","[3, 30, 51]","[3, 30, 51]","[3, 4]",3,2,[3 4]
2561172,148074,,[25],[25],[],1,0,[1 2 4 5]
2561174,162002,,"[34, 47, 48]","[34, 47, 48]",[],3,0,[1 4 6]
2561188,119054,,[6],[6],[],1,0,[1 5]
2561234,180654,,[33],[33],[],1,0,[1 2 5]
2561307,180310,,[25],[25],[],1,0,[1 2 4 5]
2561338,145214,,,[],[],0,0,[1 2 5]
2561361,161806,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2561375,152518,,"[31, 47, 48]","[31, 47, 48]",[],3,0,[1 4 5 6]
2561380,153858,,"[2, 40]","[2, 40]",[],2,0,[2]
2561395,180474,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2561403,180570,,[19],[19],[],1,0,[1 4]
2561427,108502,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
2561450,145174,,"[23, 43]","[23, 43]",[],2,0,[1 3]
2561533,119226,,"[5, 19, 25]","[5, 19, 25]",[],3,0,[3 4]
2561548,132330,,"[1, 18, 26]","[1, 18, 26]",[],3,0,[1 2 5]
2561562,138610,,"[30, 37]","[30, 37]",[],2,0,[4]
2561565,162482,,[27],[27],[],1,0,[1]
2561569,140350,,"[26, 30]","[26, 30]",[],2,0,[1 4]
2561575,126262,,"[5, 23, 34, 37]","[5, 23, 34, 37]",[],4,0,[1 4]
2561596,117198,,"[6, 23, 25]","[6, 23, 25]",[],3,0,[1 5]
2561638,180882,,[19],[19],[],1,0,[1 4]
2561791,170486,,[1],[1],[],1,0,[1]
2561866,154294,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2561875,170238,,[2],[2],[],1,0,[2]
2561896,105606,[4],[5],[5],[4],1,1,[1 4]
2561936,93762,[5],[35],[35],[5],1,1,[1 2 5]
2561992,148498,,"[34, 43]","[34, 43]",[],2,0,[1 3]
2562012,153790,,"[26, 29, 32]","[26, 29, 32]",[],3,0,[1 6]
2562074,131406,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2562104,123882,,"[19, 24, 25, 44]","[19, 24, 25, 44]",[],4,0,[1 2 4]
2562109,165530,,[36],[36],[],1,0,[1 2]
2562110,156354,,[1],[1],[],1,0,[1]
2562121,21274,"[1, 3, 4]","[1, 2, 5, 18, 51]","[1, 2, 5, 18, 51]","[1, 3, 4]",5,3,[1 3]
2562152,138382,,"[5, 19, 25]","[5, 19, 25]",[],3,0,[3 4]
2562169,168638,,[43],[43],[],1,0,[3 4]
2562208,173754,,"[3, 19]","[3, 19]",[],2,0,[1 3 4]
2562217,169862,,[5],[5],[],1,0,[1 4]
2562236,179130,,"[1, 27]","[1, 27]",[],2,0,[1]
2562243,161786,,[48],[48],[],1,0,[1 5]
2562331,123854,,"[18, 25, 36, 43]","[18, 25, 36, 43]",[],4,0,[1 2]
2562373,142550,,"[19, 25]","[19, 25]",[],2,0,[1 2 4 5]
2562424,141654,,"[23, 25, 42]","[23, 25, 42]",[],3,0,[1]
2562442,163702,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2562531,153378,,[20],[20],[],1,0,[1 2]
2562538,167178,,[1],[1],[],1,0,[1]
2562544,133102,,"[1, 5, 6, 42]","[1, 5, 6, 42]",[],4,0,[1 4]
2562555,138742,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2562590,148470,,[1],[1],[],1,0,[1]
2562602,28834,[3],"[3, 51]","[3, 51]",[3],2,1,[3 4]
2562615,128066,,"[2, 40]","[2, 40]",[],2,0,[2]
2562625,95850,[1],"[1, 23]","[1, 23]",[1],2,1,[1]
2562638,135258,,"[6, 25, 26, 34]","[6, 25, 26, 34]",[],4,0,[1 4 5]
2562665,173670,,[5],[5],[],1,0,[1 4]
2562671,133954,,[37],[37],[],1,0,[4]
2562703,164246,,[5],[5],[],1,0,[1 4]
2562791,155926,,"[26, 29]","[26, 29]",[],2,0,[1 5]
2562808,120810,,"[6, 25, 42, 43]","[6, 25, 42, 43]",[],4,0,[1 3 5]
2562841,169322,,"[1, 5, 19, 44]","[1, 5, 19, 44]",[],4,0,[4]
2562849,144566,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2562859,100046,"[1, 2]","[1, 2, 18, 51]","[1, 2, 18, 51]","[1, 2]",4,2,[1 2 4]
2562871,157642,,[2],[2],[],1,0,[2]
2562876,157730,,"[24, 25, 33]","[24, 25, 33]",[],3,0,[1 2 3]
2562880,149842,,"[2, 6, 18]","[2, 6, 18]",[],3,0,[2]
2562946,147422,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2562984,178874,,[6],[6],[],1,0,[1 5]
2563050,167078,,[39],[39],[],1,0,[2 6]
2563061,156558,,[1],[1],[],1,0,[1]
2563177,138414,,"[6, 23, 26, 29]","[6, 23, 26, 29]",[],4,0,[1 5]
2563182,137394,,"[1, 26, 31, 34]","[1, 26, 31, 34]",[],4,0,[1 3 5]
2563195,148822,,"[1, 5]","[1, 5]",[],2,0,[1 4]
2563197,161942,,[5],[5],[],1,0,[1 4]
2563265,165254,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2563352,64594,"[1, 3, 4]","[5, 25, 37]","[5, 25, 37]","[1, 3, 4]",3,3,[1 3 4]
2563417,173422,,[1],[1],[],1,0,[1]
2563429,180130,,[6],[6],[],1,0,[1 5]
2563439,147726,,[25],[25],[],1,0,[1 2 4 5]
2563444,165398,,[19],[19],[],1,0,[1 4]
2563536,177974,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2563773,159994,,"[1, 5, 21, 37]","[1, 5, 21, 37]",[],4,0,[1 4]
2563784,137678,,[2],[2],[],1,0,[2]
2563795,148758,,"[20, 23]","[20, 23]",[],2,0,[1 2]
2563817,107330,"[1, 2]","[1, 2, 40, 42]","[1, 2, 40, 42]","[1, 2]",4,2,[1 2]
2563831,122214,,[5],[5],[],1,0,[1 4]
2563836,109066,"[1, 4]","[20, 25, 27, 33]","[20, 25, 27, 33]","[1, 4]",4,2,[1 4]
2563845,119826,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2563867,173614,,"[1, 23, 24, 33]","[1, 23, 24, 33]",[],4,0,[1]
2563883,112854,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2563885,134570,,"[1, 23]","[1, 23]",[],2,0,[1]
2563903,136242,,"[19, 26, 30]","[19, 26, 30]",[],3,0,[1 4]
2563927,162138,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2563929,63858,[2],[2],[2],[2],1,1,[2]
2563931,119570,,"[2, 19, 26, 40]","[2, 19, 26, 40]",[],4,0,[1 2]
2563946,146714,,[40],[40],[],1,0,[2]
2563958,147558,,[25],[25],[],1,0,[1 2 4 5]
2563973,153078,,[26],[26],[],1,0,[1]
2564032,138126,,"[1, 42]","[1, 42]",[],2,0,[1]
2564061,132106,,"[2, 18]","[2, 18]",[],2,0,[2]
2564075,160726,,[27],[27],[],1,0,[1]
2564091,126070,,"[1, 6, 23, 42]","[1, 6, 23, 42]",[],4,0,[1 5]
2564117,177710,,[1],[1],[],1,0,[1]
2564131,112434,,[37],[37],[],1,0,[4]
2564132,148754,,[43],[43],[],1,0,[3 4]
2564179,172134,,[1],[1],[],1,0,[1]
2564186,71134,[1],"[1, 29, 43]","[1, 29, 43]",[1],3,1,[1]
2564219,172290,,"[5, 21]","[5, 21]",[],2,0,[4]
2564231,133298,,"[1, 2, 18, 41]","[1, 2, 18, 41]",[],4,0,[1 2]
2564249,180106,,[19],[19],[],1,0,[1 4]
2564421,57998,[1],"[1, 28]","[1, 28]",[1],2,1,[1]
2564464,133254,,"[23, 34]","[23, 34]",[],2,0,[1 4 5]
2564634,159798,,"[27, 34, 52]","[27, 34, 52]",[],3,0,[1 2]
2564730,146926,,"[2, 18, 24, 29]","[2, 18, 24, 29]",[],4,0,[2]
2564785,146074,,"[1, 6, 24, 26]","[1, 6, 24, 26]",[],4,0,[1 5]
2564827,131882,,"[1, 2, 5, 23]","[1, 2, 5, 23]",[],4,0,[1 2 4]
2564960,117354,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2564980,177310,,"[2, 40]","[2, 40]",[],2,0,[2]
2565015,115130,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2565024,177442,,"[1, 5, 6, 25]","[1, 5, 6, 25]",[],4,0,[1 3 4 5]
2565028,146334,,[20],[20],[],1,0,[1 2]
2565042,177226,,[25],[25],[],1,0,[1 2 4 5]
2565054,137782,,"[1, 34, 42]","[1, 34, 42]",[],3,0,[1]
2565078,168898,,"[1, 26, 43]","[1, 26, 43]",[],3,0,[1 3 5]
2565087,129374,,"[5, 20, 21, 37]","[5, 20, 21, 37]",[],4,0,[4]
2565107,167818,,[5],[5],[],1,0,[1 4]
2565117,142142,,[43],[43],[],1,0,[3 4]
2565140,56382,"[1, 2]","[1, 2, 24, 40]","[1, 2, 24, 40]","[1, 2]",4,2,[1 2 5]
2565280,130338,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2565367,145142,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2565421,159242,,[5],[5],[],1,0,[1 4]
2565458,180406,,"[2, 48]","[2, 48]",[],2,0,[2]
2565490,39830,[4],"[5, 25]","[5, 25]",[4],2,1,[1 3 4]
2565558,125498,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2565584,145338,,"[6, 25, 26]","[6, 25, 26]",[],3,0,[1 4 5]
2565621,180842,,"[2, 33, 34, 37]","[2, 33, 34, 37]",[],4,0,[2 4]
2565686,137754,,"[1, 23, 42, 43]","[1, 23, 42, 43]",[],4,0,[1]
2565687,180994,,[1],[1],[],1,0,[1]
2565725,155422,,"[19, 25, 44]","[19, 25, 44]",[],3,0,[1 4]
2565734,172718,,[40],[40],[],1,0,[2]
2565742,114734,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2565793,160158,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2565838,173270,,[6],[6],[],1,0,[1 5]
2565911,180818,,[40],[40],[],1,0,[2]
2565921,157710,,"[5, 24, 34, 44]","[5, 24, 34, 44]",[],4,0,[4]
2566054,105642,[2],"[2, 40]","[2, 40]",[2],2,1,[2]
2566072,161486,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2566110,124370,,"[1, 42]","[1, 42]",[],2,0,[1]
2566128,174218,,"[1, 2, 5, 37]","[1, 2, 5, 37]",[],4,0,[1 2 4]
2566130,38882,"[1, 2, 5]","[1, 2, 18]","[1, 2, 18]","[1, 2, 5]",3,3,[1 2]
2566198,145502,,"[23, 34, 42]","[23, 34, 42]",[],3,0,[1 5]
2566211,166274,,"[1, 2, 18, 24]","[1, 2, 18, 24]",[],4,0,[1 2]
2566241,167430,,[1],[1],[],1,0,[1]
2566257,151474,,"[26, 29]","[26, 29]",[],2,0,[1 5]
2566273,176702,,"[2, 18, 26, 33]","[2, 18, 26, 33]",[],4,0,[2 5]
2566296,173982,,"[33, 43]","[33, 43]",[],2,0,[3]
2566331,137250,,"[1, 19]","[1, 19]",[],2,0,[1]
2566339,109578,[4],"[1, 5, 6]","[1, 5, 6]",[4],3,1,[4]
2566366,160774,,"[26, 45]","[26, 45]",[],2,0,[1]
2566394,179938,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2566433,116750,,"[19, 26, 29, 32]","[19, 26, 29, 32]",[],4,0,[1 6]
2566442,162626,,[43],[43],[],1,0,[3 4]
2566494,142218,,"[26, 28]","[26, 28]",[],2,0,[1]
2566529,147222,,"[23, 34, 42]","[23, 34, 42]",[],3,0,[1 5]
2566615,120518,,"[1, 42]","[1, 42]",[],2,0,[1]
2566622,158842,,"[27, 52]","[27, 52]",[],2,0,[1]
2566633,153290,,[43],[43],[],1,0,[3 4]
2566646,135610,,"[27, 30, 34]","[27, 30, 34]",[],3,0,[1 3]
2566667,122638,,"[6, 26]","[6, 26]",[],2,0,[5]
2566690,155498,,"[1, 25, 27, 43]","[1, 25, 27, 43]",[],4,0,[1 3 5]
2566721,145674,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2566753,14714,[2],"[2, 18, 40, 47]","[2, 18, 40, 47]",[2],4,1,[2]
2566766,167886,,[43],[43],[],1,0,[3 4]
2566768,163230,,[43],[43],[],1,0,[3 4]
2566772,145546,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2566805,62898,"[1, 4]","[5, 18, 25]","[5, 18, 25]","[1, 4]",3,2,[1 4]
2566824,152210,,[27],[27],[],1,0,[1]
2566826,179926,,"[2, 20, 23, 25]","[2, 20, 23, 25]",[],4,0,[1 2]
2566891,179294,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2566894,153566,,[34],[34],[],1,0,[1 2 3 4 5]
2566909,179302,,"[1, 42]","[1, 42]",[],2,0,[1]
2566920,152370,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2566933,174330,,"[25, 34, 48, 52]","[25, 34, 48, 52]",[],4,0,[1 3 4]
2566948,110258,[1],"[1, 23, 42]","[1, 23, 42]",[1],3,1,[1]
2567043,116066,,"[43, 51]","[43, 51]",[],2,0,[1 3]
2567050,168326,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2567082,175926,,[27],[27],[],1,0,[1]
2567085,180678,,"[1, 42]","[1, 42]",[],2,0,[1]
2567089,171534,,[26],[26],[],1,0,[1]
2567265,180534,,"[6, 20, 36]","[6, 20, 36]",[],3,0,[1 5]
2567269,154670,,[1],[1],[],1,0,[1]
2567325,114498,,"[5, 21, 37, 51]","[5, 21, 37, 51]",[],4,0,[1 4]
2567365,151194,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2567403,155030,,[1],[1],[],1,0,[1]
2567411,156362,,[1],[1],[],1,0,[1]
2567449,155066,,"[5, 21, 25]","[5, 21, 25]",[],3,0,[1 4]
2567456,151362,,"[20, 24, 25, 27, 30]","[20, 24, 25, 27, 30]",[],5,0,[1 4]
2567481,104790,[1],[1],[1],[1],1,1,[1]
2567559,94478,[3],"[3, 27, 30, 43]","[3, 27, 30, 43]",[3],4,1,[1 3]
2567581,164754,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2567683,180854,,"[5, 26, 27]","[5, 26, 27]",[],3,0,[1 4 5]
2567711,179802,,[5],[5],[],1,0,[1 4]
2567713,178746,,"[1, 6, 25]","[1, 6, 25]",[],3,0,[1 5]
2567732,156590,,"[2, 26, 27]","[2, 26, 27]",[],3,0,[1 2]
2567739,148258,,"[1, 42]","[1, 42]",[],2,0,[1]
2567745,175734,,[27],[27],[],1,0,[1]
2567770,152698,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2567812,167306,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2567827,177918,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2567905,42806,[2],"[1, 2, 36, 40]","[1, 2, 36, 40]",[2],4,1,[1 2]
2567908,157946,,[2],[2],[],1,0,[2]
2567974,71482,[4],"[1, 5, 19]","[1, 5, 19]",[4],3,1,[4]
2568011,140682,,"[6, 26]","[6, 26]",[],2,0,[5]
2568074,141774,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2568296,144294,,"[2, 40]","[2, 40]",[],2,0,[2]
2568308,158162,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2568368,148890,,"[21, 37]","[21, 37]",[],2,0,[3 4]
2568376,151962,,"[21, 43]","[21, 43]",[],2,0,[1 3]
2568377,114294,,"[1, 2, 6, 18]","[1, 2, 6, 18]",[],4,0,[1 2 5]
2568434,114730,,"[1, 23, 25, 42]","[1, 23, 25, 42]",[],4,0,[1]
2568439,172286,,[5],[5],[],1,0,[1 4]
2568445,148410,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2568475,152410,,[35],[35],[],1,0,[1 2 5]
2568540,180966,,[18],[18],[],1,0,[2]
2568588,175746,,[5],[5],[],1,0,[1 4]
2568594,158898,,[27],[27],[],1,0,[1]
2568675,161906,,[5],[5],[],1,0,[1 4]
2568702,130426,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2568706,119910,,[26],[26],[],1,0,[1]
2568708,121178,,"[30, 37]","[30, 37]",[],2,0,[4]
2568728,134206,,"[25, 26, 29]","[25, 26, 29]",[],3,0,[1 5]
2568740,161198,,[6],[6],[],1,0,[1 5]
2568818,174182,,[5],[5],[],1,0,[1 4]
2568893,145962,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2568929,22398,"[1, 2]","[1, 2, 18, 20, 24]","[1, 2, 18, 20, 24]","[1, 2]",5,2,[1 2 5]
2569006,179982,,[5],[5],[],1,0,[1 4]
2569008,147650,,[6],[6],[],1,0,[1 5]
2569030,156886,,"[20, 24]","[20, 24]",[],2,0,[1 2 4]
2569071,155166,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2569089,113946,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2569129,153602,,[27],[27],[],1,0,[1]
2569133,126382,,"[1, 26, 30]","[1, 26, 30]",[],3,0,[1 5]
2569173,133498,,"[1, 2, 29, 42]","[1, 2, 29, 42]",[],4,0,[1 2 5]
2569205,166798,,"[3, 5, 30]","[3, 5, 30]",[],3,0,[3 4]
2569216,146886,,"[2, 40]","[2, 40]",[],2,0,[2]
2570083,172066,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2570085,134174,,"[1, 6, 23, 29]","[1, 6, 23, 29]",[],4,0,[1 5]
2570128,171058,,[18],[18],[],1,0,[2]
2570130,156582,,"[1, 23]","[1, 23]",[],2,0,[1]
2570137,146122,,[1],[1],[],1,0,[1]
2570140,178326,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2570302,146782,,[43],[43],[],1,0,[3 4]
2570306,71442,[1],"[1, 23, 42]","[1, 23, 42]",[1],3,1,[1]
2570310,135546,,[43],[43],[],1,0,[3 4]
2570365,170186,,"[3, 27, 30]","[3, 27, 30]",[],3,0,[1 3]
2570372,134506,,"[1, 2, 6, 18]","[1, 2, 6, 18]",[],4,0,[1 2 5]
2570408,106730,"[1, 2]","[1, 2, 26, 40]","[1, 2, 26, 40]","[1, 2]",4,2,[1 2]
2570449,162254,,"[20, 25, 42]","[20, 25, 42]",[],3,0,[1]
2570511,180942,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2570580,115846,,"[33, 34, 48]","[33, 34, 48]",[],3,0,[1 5]
2570614,150710,,"[1, 25]","[1, 25]",[],2,0,[1]
2570615,157374,,"[1, 43]","[1, 43]",[],2,0,[1 3]
2570719,180718,,[44],[44],[],1,0,[1 2 4]
2570771,89662,[1],[29],[29],[1],1,1,[1 5]
2570803,180494,,[26],[26],[],1,0,[1]
2570842,124934,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2570870,171270,,"[2, 23, 36]","[2, 23, 36]",[],3,0,[1 2]
2570883,169158,,[19],[19],[],1,0,[1 4]
2570907,138182,,"[26, 31, 34]","[26, 31, 34]",[],3,0,[1 3 6]
2570951,173886,,[30],[30],[],1,0,[1 3 4 5]
2570993,180022,,[3],[3],[],1,0,[1 3 4]
2571008,148506,,"[5, 26, 43]","[5, 26, 43]",[],3,0,[3 4]
2571046,166206,,[19],[19],[],1,0,[1 4]
2571077,169842,,[1],[1],[],1,0,[1]
2571111,142566,,"[20, 25]","[20, 25]",[],2,0,[1]
2571113,135006,,[25],[25],[],1,0,[1 2 4 5]
2571136,158094,,[1],[1],[],1,0,[1]
2571157,39942,"[1, 2, 4]","[2, 5, 22, 44, 51]","[2, 5, 22, 44, 51]","[1, 2, 4]",5,3,[1 3 4]
2571169,144690,,"[1, 5, 25, 37]","[1, 5, 25, 37]",[],4,0,[1 3 4]
2571173,171518,,"[5, 44]","[5, 44]",[],2,0,[4]
2571264,105826,[2],"[1, 2, 18, 40]","[1, 2, 18, 40]",[2],4,1,[1 2]
2571269,170390,,"[1, 42]","[1, 42]",[],2,0,[1]
